Aux out [V]	Aux in [V]	PDH out [a.u.]
-2.4782E-1	7.6473E-1	-5.0300E+2
-2.4700E-1	7.6667E-1	-4.2500E+2
-2.4618E-1	7.6570E-1	-1.3600E+2
-2.4535E-1	7.6643E-1	-2.7100E+2
-2.4453E-1	7.6497E-1	-7.4800E+2
-2.4359E-1	7.6497E-1	-1.9700E+2
-2.4265E-1	7.6619E-1	-9.1000E+1
-2.4182E-1	7.6619E-1	-4.2600E+2
-2.4100E-1	7.6619E-1	7.5000E+1
-2.4018E-1	7.6449E-1	-9.6000E+1
-2.3924E-1	7.6376E-1	-2.0500E+2
-2.3841E-1	7.6546E-1	-3.1000E+1
-2.3759E-1	7.6570E-1	-5.9700E+2
-2.3676E-1	7.6497E-1	-2.0500E+2
-2.3594E-1	7.6619E-1	-5.9200E+2
-2.3512E-1	7.6546E-1	-4.9000E+1
-2.3418E-1	7.6692E-1	-5.6900E+2
-2.3335E-1	7.6570E-1	-5.8300E+2
-2.3253E-1	7.6497E-1	-5.7100E+2
-2.3171E-1	7.6546E-1	-6.3800E+2
-2.3088E-1	7.6424E-1	-2.8300E+2
-2.2994E-1	7.6619E-1	-1.6400E+2
-2.2912E-1	7.6594E-1	-3.3900E+2
-2.2829E-1	7.6449E-1	-3.6300E+2
-2.2735E-1	7.6497E-1	-8.8000E+2
-2.2653E-1	7.6497E-1	-9.0300E+2
-2.2559E-1	7.6449E-1	-5.7100E+2
-2.2476E-1	7.6546E-1	-3.2300E+2
-2.2394E-1	7.6400E-1	2.7000E+2
-2.2312E-1	7.6643E-1	-3.8800E+2
-2.2229E-1	7.6473E-1	-5.1700E+2
-2.2135E-1	7.6570E-1	-5.9300E+2
-2.2053E-1	7.6521E-1	-4.0400E+2
-2.1970E-1	7.6594E-1	-5.0600E+2
-2.1888E-1	7.6497E-1	-2.5400E+2
-2.1806E-1	7.6643E-1	-7.5100E+2
-2.1712E-1	7.6570E-1	-3.7100E+2
-2.1629E-1	7.6594E-1	-8.6400E+2
-2.1547E-1	7.6449E-1	1.2900E+2
-2.1465E-1	7.6594E-1	2.3000E+1
-2.1382E-1	7.6619E-1	-5.8100E+2
-2.1288E-1	7.6570E-1	-7.3300E+2
-2.1194E-1	7.6521E-1	-5.9100E+2
-2.1112E-1	7.6497E-1	-5.5000E+1
-2.1029E-1	7.6594E-1	-3.8300E+2
-2.0947E-1	7.6570E-1	-4.3900E+2
-2.0864E-1	7.6546E-1	6.3000E+1
-2.0770E-1	7.6424E-1	-9.3900E+2
-2.0688E-1	7.6546E-1	-4.3200E+2
-2.0606E-1	7.6521E-1	-8.1800E+2
-2.0523E-1	7.6643E-1	-5.3900E+2
-2.0441E-1	7.6594E-1	-2.4000E+2
-2.0347E-1	7.6400E-1	-4.4900E+2
-2.0264E-1	7.6570E-1	-1.9700E+2
-2.0182E-1	7.6327E-1	-6.3300E+2
-2.0100E-1	7.6521E-1	-2.6500E+2
-2.0017E-1	7.6376E-1	-5.6800E+2
-1.9923E-1	7.6619E-1	-1.7300E+2
-1.9841E-1	7.6449E-1	-3.4000E+2
-1.9759E-1	7.6449E-1	1.2500E+2
-1.9664E-1	7.6546E-1	-5.8100E+2
-1.9582E-1	7.6327E-1	-4.3900E+2
-1.9488E-1	7.6521E-1	1.3600E+2
-1.9406E-1	7.6619E-1	-1.0700E+3
-1.9323E-1	7.6424E-1	-5.8700E+2
-1.9241E-1	7.6424E-1	-6.0200E+2
-1.9158E-1	7.6497E-1	-7.8500E+2
-1.9076E-1	7.6497E-1	-2.8200E+2
-1.8982E-1	7.6279E-1	-2.0000E+1
-1.8900E-1	7.6521E-1	-6.2000E+1
-1.8817E-1	7.6424E-1	-3.1400E+2
-1.8735E-1	7.6594E-1	2.3600E+2
-1.8653E-1	7.6400E-1	-6.2700E+2
-1.8558E-1	7.6424E-1	-8.1900E+2
-1.8476E-1	7.6570E-1	-7.2000E+1
-1.8394E-1	7.6497E-1	-8.0200E+2
-1.8311E-1	7.6376E-1	-4.1600E+2
-1.8217E-1	7.6692E-1	5.2900E+2
-1.8135E-1	7.6473E-1	1.6100E+2
-1.8041E-1	7.6424E-1	-2.6000E+1
-1.7958E-1	7.6570E-1	2.9000E+1
