Aux out [V]	Aux in [V]	PDH out [a.u.]
4.6305E-1	6.4666E-1	1.2700E+2
4.6305E-1	6.4593E-1	-1.5300E+2
4.6317E-1	6.4618E-1	-2.4000E+2
4.6329E-1	6.4788E-1	-2.6300E+2
4.6329E-1	6.4715E-1	-6.7700E+2
4.6341E-1	6.4691E-1	1.0100E+2
4.6352E-1	6.4642E-1	-3.4000E+2
4.6364E-1	6.4739E-1	-1.8700E+2
4.6364E-1	6.4715E-1	-1.7800E+2
4.6376E-1	6.4448E-1	-2.9000E+1
4.6388E-1	6.4593E-1	3.3400E+2
4.6388E-1	6.4618E-1	6.5000E+2
4.6399E-1	6.4569E-1	-5.8700E+2
4.6411E-1	6.4618E-1	-2.4000E+2
4.6423E-1	6.4423E-1	-1.3000E+2
4.6423E-1	6.4496E-1	-8.1000E+1
4.6435E-1	6.4472E-1	1.7300E+2
4.6446E-1	6.4569E-1	-1.5600E+2
4.6446E-1	6.4496E-1	-2.8900E+2
4.6458E-1	6.4399E-1	-4.1600E+2
4.6470E-1	6.4448E-1	2.3600E+2
4.6470E-1	6.4496E-1	-7.6700E+2
4.6482E-1	6.4666E-1	-2.5500E+2
4.6494E-1	6.4593E-1	-2.6700E+2
4.6505E-1	6.4593E-1	1.2000E+1
4.6505E-1	6.4593E-1	-7.9400E+2
4.6517E-1	6.4399E-1	-5.6600E+2
4.6529E-1	6.4472E-1	-8.8800E+2
4.6529E-1	6.4496E-1	1.4700E+2
4.6541E-1	6.4399E-1	2.5500E+2
4.6552E-1	6.4715E-1	1.5000E+1
4.6552E-1	6.4642E-1	6.4500E+2
4.6564E-1	6.4666E-1	1.9100E+2
4.6576E-1	6.4448E-1	-4.1900E+2
4.6576E-1	6.4496E-1	-1.2300E+2
4.6588E-1	6.4448E-1	-2.6500E+2
4.6599E-1	6.4593E-1	-4.7100E+2
4.6611E-1	6.4521E-1	-8.9500E+2
4.6611E-1	6.4569E-1	-2.7400E+2
4.6623E-1	6.4593E-1	1.0300E+2
4.6635E-1	6.4521E-1	-5.0000E+0
4.6635E-1	6.4545E-1	-4.1500E+2
4.6646E-1	6.4545E-1	-3.0000E+2
4.6658E-1	6.4521E-1	-1.6200E+2
4.6670E-1	6.4642E-1	-6.7100E+2
4.6670E-1	6.4593E-1	-4.4400E+2
4.6682E-1	6.4569E-1	2.5600E+2
4.6694E-1	6.4666E-1	-1.9800E+2
4.6694E-1	6.4666E-1	-5.0800E+2
4.6705E-1	6.4618E-1	-1.4200E+2
4.6717E-1	6.4521E-1	-2.4900E+2
4.6717E-1	6.4666E-1	-2.2400E+2
4.6729E-1	6.4618E-1	-6.5300E+2
4.6741E-1	6.4618E-1	-4.4900E+2
4.6752E-1	6.4715E-1	-1.6000E+1
4.6752E-1	6.4593E-1	-5.5100E+2
4.6764E-1	6.4788E-1	-5.5600E+2
4.6776E-1	6.4691E-1	-7.1000E+2
4.6776E-1	6.4691E-1	-5.8900E+2
4.6788E-1	6.4739E-1	-4.2200E+2
4.6799E-1	6.4715E-1	-7.6500E+2
4.6811E-1	6.4764E-1	-1.9800E+2
4.6811E-1	6.4618E-1	-3.7500E+2
4.6823E-1	6.4958E-1	-9.9500E+2
4.6835E-1	6.4739E-1	-2.8600E+2
4.6835E-1	6.4909E-1	-7.9700E+2
4.6846E-1	6.4909E-1	-5.7100E+2
4.6858E-1	6.5006E-1	-8.2800E+2
4.6858E-1	6.5152E-1	-4.1800E+2
4.6870E-1	6.4909E-1	-5.4300E+2
4.6882E-1	6.4909E-1	-1.0060E+3
4.6894E-1	6.5177E-1	-6.1200E+2
4.6894E-1	6.5079E-1	-5.8800E+2
4.6905E-1	6.5055E-1	-8.9800E+2
4.6917E-1	6.4909E-1	-1.7000E+2
4.6917E-1	6.5225E-1	-5.6500E+2
4.6929E-1	6.5177E-1	-1.3510E+3
4.6941E-1	6.5225E-1	-9.4600E+2
4.6941E-1	6.5274E-1	-9.7000E+2
4.6952E-1	6.5347E-1	-7.5000E+2
4.6964E-1	6.5177E-1	-1.2010E+3
4.6976E-1	6.5347E-1	-7.3000E+2
4.6976E-1	6.5371E-1	-1.1870E+3
4.6988E-1	6.5274E-1	-7.8900E+2
4.6999E-1	6.5565E-1	-7.9500E+2
4.6999E-1	6.5347E-1	-9.4600E+2
4.7011E-1	6.5492E-1	-7.2000E+2
4.7023E-1	6.5662E-1	-2.7800E+2
4.7023E-1	6.5662E-1	-8.9100E+2
4.7035E-1	6.5468E-1	-4.3000E+1
4.7046E-1	6.5541E-1	-1.0160E+3
4.7046E-1	6.5614E-1	-1.2100E+2
4.7058E-1	6.5541E-1	-2.4500E+2
4.7070E-1	6.5541E-1	4.0000E+1
4.7082E-1	6.5711E-1	-1.2800E+2
4.7082E-1	6.5517E-1	-6.7200E+2
4.7094E-1	6.5347E-1	1.1300E+2
4.7105E-1	6.5468E-1	1.0200E+2
4.7105E-1	6.5274E-1	-5.4000E+1
4.7117E-1	6.5517E-1	2.5500E+2
4.7129E-1	6.5541E-1	-9.3000E+1
4.7141E-1	6.5347E-1	-1.9500E+2
4.7141E-1	6.5444E-1	-8.7000E+1
4.7152E-1	6.5492E-1	-7.1000E+1
4.7164E-1	6.5225E-1	1.9900E+2
4.7164E-1	6.5104E-1	9.8000E+1
4.7176E-1	6.5225E-1	-1.7300E+2
4.7188E-1	6.5347E-1	-4.4300E+2
4.7188E-1	6.5079E-1	-1.7700E+2
4.7199E-1	6.5322E-1	-5.2400E+2
4.7211E-1	6.5225E-1	1.4400E+2
4.7223E-1	6.5128E-1	6.5000E+1
4.7223E-1	6.5006E-1	-3.9800E+2
4.7235E-1	6.5322E-1	7.6000E+1
4.7247E-1	6.5031E-1	3.3000E+1
4.7247E-1	6.4982E-1	2.7000E+2
4.7258E-1	6.5104E-1	5.8000E+1
4.7270E-1	6.5104E-1	-4.9600E+2
4.7282E-1	6.4812E-1	1.3300E+2
4.7282E-1	6.5128E-1	-2.7000E+2
4.7294E-1	6.5006E-1	-7.5300E+2
4.7305E-1	6.5055E-1	-2.8400E+2
4.7305E-1	6.5006E-1	-3.1200E+2
4.7317E-1	6.4982E-1	2.7000E+1
