Aux out [V]	Aux in [V]	PDH out [a.u.]
-7.5680E-1	4.8074E-1	-2.4100E+2
-7.5492E-1	4.7783E-1	-8.0000E+0
-7.5280E-1	4.7564E-1	-9.1400E+2
-7.5092E-1	4.7394E-1	5.1900E+2
-7.4904E-1	4.7442E-1	-9.0000E+0
-7.4716E-1	4.7321E-1	-1.1440E+3
-7.4527E-1	4.7151E-1	-5.2700E+2
-7.4339E-1	4.7467E-1	-3.1000E+2
-7.4127E-1	4.7880E-1	-3.7800E+2
-7.3939E-1	4.8268E-1	5.0500E+2
-7.3751E-1	4.7734E-1	-3.5300E+2
-7.3563E-1	4.7783E-1	-4.5000E+1
-7.3374E-1	4.7710E-1	-4.6800E+2
-7.3163E-1	4.8001E-1	-4.4500E+2
-7.2974E-1	4.8293E-1	-6.4100E+2
-7.2786E-1	4.8657E-1	-2.2300E+2
-7.2598E-1	4.8876E-1	-5.1100E+2
-7.2410E-1	4.9119E-1	-7.1300E+2
-7.2198E-1	4.9459E-1	-5.1800E+2
-7.2009E-1	4.9945E-1	-9.1500E+2
-7.1821E-1	5.0455E-1	-5.1500E+2
-7.1633E-1	5.0868E-1	-2.7200E+2
-7.1445E-1	5.1305E-1	-7.0700E+2
-7.1233E-1	5.1912E-1	-6.7600E+2
-7.1045E-1	5.2374E-1	-3.9600E+2
-7.0856E-1	5.2641E-1	-4.0800E+2
-7.0668E-1	5.3370E-1	-5.8600E+2
-7.0480E-1	5.3783E-1	-6.3500E+2
-7.0268E-1	5.4536E-1	-8.1000E+2
-7.0080E-1	5.4998E-1	-9.6400E+2
-6.9892E-1	5.5629E-1	-8.4100E+2
-6.9703E-1	5.6261E-1	-6.5700E+2
-6.9515E-1	5.6941E-1	-7.5500E+2
-6.9327E-1	5.7573E-1	-3.5000E+2
-6.9115E-1	5.8204E-1	-9.5500E+2
-6.8927E-1	5.8957E-1	-2.5700E+2
-6.8739E-1	5.9468E-1	-7.0900E+2
-6.8550E-1	5.9881E-1	-8.5300E+2
-6.8362E-1	6.0658E-1	-7.6800E+2
-6.8150E-1	6.1338E-1	-6.6300E+2
-6.7962E-1	6.1727E-1	-7.8000E+1
-6.7774E-1	6.2334E-1	-1.1380E+3
-6.7586E-1	6.2917E-1	-8.9600E+2
-6.7397E-1	6.3476E-1	-2.0500E+2
-6.7186E-1	6.3840E-1	-9.0200E+2
-6.6997E-1	6.4545E-1	-6.8600E+2
-6.6809E-1	6.5031E-1	-7.3000E+2
-6.6621E-1	6.5419E-1	-2.9600E+2
-6.6433E-1	6.5687E-1	-2.2700E+2
-6.6221E-1	6.6391E-1	-2.5600E+2
-6.6033E-1	6.6707E-1	-6.9500E+2
-6.5844E-1	6.6901E-1	-1.0950E+3
-6.5656E-1	6.7484E-1	-3.8300E+2
-6.5468E-1	6.7582E-1	-3.9900E+2
-6.5256E-1	6.8019E-1	-5.2600E+2
-6.5068E-1	6.8383E-1	-8.8600E+2
-6.4880E-1	6.8456E-1	-4.5500E+2
-6.4691E-1	6.8602E-1	-7.4100E+2
-6.4503E-1	6.8626E-1	-2.3900E+2
-6.4315E-1	6.8893E-1	-1.1100E+2
-6.4103E-1	6.8893E-1	-6.3600E+2
-6.3915E-1	6.9063E-1	-4.4100E+2
-6.3727E-1	6.9112E-1	-2.6900E+2
-6.3538E-1	6.9063E-1	1.7300E+2
-6.3350E-1	6.9015E-1	-5.3200E+2
-6.3138E-1	6.8772E-1	-6.2700E+2
-6.2950E-1	6.8796E-1	-3.9000E+2
-6.2762E-1	6.8578E-1	-5.6900E+2
-6.2573E-1	6.8359E-1	-5.9800E+2
-6.2385E-1	6.8189E-1	-7.3700E+2
-6.2173E-1	6.7654E-1	-4.9900E+2
-6.1985E-1	6.7630E-1	9.9000E+1
-6.1797E-1	6.7144E-1	1.6700E+2
-6.1609E-1	6.6658E-1	-2.5800E+2
-6.1420E-1	6.6148E-1	3.3900E+2
-6.1209E-1	6.5662E-1	4.5800E+2
-6.1020E-1	6.5249E-1	1.9900E+2
-6.0832E-1	6.4715E-1	-3.2200E+2
-6.0644E-1	6.4035E-1	6.0400E+2
-6.0456E-1	6.3379E-1	7.8700E+2
-6.0244E-1	6.2674E-1	3.9000E+2
-6.0056E-1	6.1800E-1	7.8500E+2
-5.9867E-1	6.0974E-1	7.2900E+2
-5.9679E-1	6.0221E-1	3.8500E+2
-5.9491E-1	5.9395E-1	2.6100E+2
-5.9303E-1	5.8472E-1	8.6400E+2
-5.9091E-1	5.7451E-1	1.3320E+3
-5.8903E-1	5.6528E-1	1.1500E+3
-5.8714E-1	5.5386E-1	1.3230E+3
-5.8526E-1	5.4390E-1	8.8500E+2
-5.8338E-1	5.3540E-1	1.1440E+3
-5.8126E-1	5.2277E-1	9.2100E+2
-5.7938E-1	5.1135E-1	1.1740E+3
-5.7750E-1	4.9945E-1	5.8500E+2
-5.7561E-1	4.8924E-1	6.6100E+2
-5.7373E-1	4.7904E-1	1.3600E+3
-5.7161E-1	4.6325E-1	1.2000E+3
