Aux out [V]	Aux in [V]	PDH out [a.u.]
-7.4692E-1	5.8860E-1	1.1300E+2
-7.4680E-1	5.8885E-1	-1.9100E+2
-7.4668E-1	5.8812E-1	-7.0900E+2
-7.4657E-1	5.8787E-1	-1.4100E+2
-7.4633E-1	5.8739E-1	6.1800E+2
-7.4621E-1	5.8690E-1	1.7600E+2
-7.4610E-1	5.8642E-1	-9.4000E+1
-7.4598E-1	5.8690E-1	6.2000E+1
-7.4586E-1	5.8714E-1	2.0000E+1
-7.4574E-1	5.8787E-1	-2.8900E+2
-7.4551E-1	5.8520E-1	4.7000E+1
-7.4539E-1	5.8593E-1	-6.3700E+2
-7.4527E-1	5.8569E-1	6.6600E+2
-7.4516E-1	5.8544E-1	-1.4000E+1
-7.4504E-1	5.8326E-1	5.0500E+2
-7.4492E-1	5.8423E-1	5.9000E+1
-7.4468E-1	5.8399E-1	3.1000E+1
-7.4457E-1	5.8447E-1	-1.4900E+2
-7.4445E-1	5.8350E-1	3.1700E+2
-7.4433E-1	5.8180E-1	7.6000E+1
-7.4421E-1	5.8423E-1	3.5000E+1
-7.4410E-1	5.8374E-1	-3.1000E+2
-7.4386E-1	5.8302E-1	5.9700E+2
-7.4374E-1	5.8204E-1	3.0000E+1
-7.4363E-1	5.8302E-1	4.2000E+2
-7.4351E-1	5.8277E-1	3.6000E+1
-7.4339E-1	5.8059E-1	-5.3500E+2
-7.4327E-1	5.8229E-1	6.3900E+2
-7.4304E-1	5.8229E-1	-4.3000E+1
-7.4292E-1	5.8059E-1	1.0000E+0
-7.4280E-1	5.7937E-1	2.7900E+2
-7.4268E-1	5.8131E-1	-7.8000E+1
-7.4257E-1	5.7986E-1	3.9100E+2
-7.4245E-1	5.8131E-1	-4.9300E+2
-7.4221E-1	5.7986E-1	-3.6900E+2
-7.4210E-1	5.7986E-1	-6.1900E+2
-7.4198E-1	5.8059E-1	-1.9900E+2
-7.4186E-1	5.7889E-1	1.3100E+2
-7.4174E-1	5.7913E-1	-3.8500E+2
-7.4163E-1	5.8010E-1	-2.0900E+2
-7.4139E-1	5.7937E-1	3.7200E+2
-7.4127E-1	5.7961E-1	4.1000E+1
-7.4116E-1	5.7937E-1	-3.9500E+2
-7.4104E-1	5.7986E-1	-2.8900E+2
-7.4092E-1	5.8083E-1	-5.1800E+2
-7.4080E-1	5.7913E-1	-9.0000E+2
-7.4057E-1	5.8034E-1	-1.0500E+2
-7.4045E-1	5.8034E-1	-9.0200E+2
-7.4033E-1	5.8131E-1	-2.9200E+2
-7.4021E-1	5.7840E-1	3.0000E+0
-7.4010E-1	5.8034E-1	-9.4000E+1
-7.3998E-1	5.7889E-1	-4.9000E+1
-7.3974E-1	5.8034E-1	-1.4100E+2
-7.3963E-1	5.7961E-1	-1.2300E+2
-7.3951E-1	5.7889E-1	2.1000E+2
-7.3939E-1	5.7791E-1	1.0270E+3
-7.3927E-1	5.7791E-1	6.0200E+2
-7.3916E-1	5.7840E-1	6.9400E+2
-7.3892E-1	5.7767E-1	5.2300E+2
-7.3880E-1	5.7621E-1	2.6300E+2
-7.3868E-1	5.7500E-1	1.1920E+3
-7.3857E-1	5.7573E-1	9.4000E+2
-7.3845E-1	5.7257E-1	5.0100E+2
-7.3833E-1	5.7233E-1	-6.0000E+0
-7.3810E-1	5.7257E-1	5.7000E+2
-7.3798E-1	5.7281E-1	8.5200E+2
-7.3786E-1	5.6965E-1	5.0200E+2
-7.3774E-1	5.7063E-1	7.5100E+2
-7.3763E-1	5.6965E-1	2.4000E+2
-7.3751E-1	5.6893E-1	8.0100E+2
-7.3727E-1	5.6698E-1	1.6700E+2
-7.3715E-1	5.6722E-1	3.8600E+2
-7.3704E-1	5.6674E-1	5.2100E+2
-7.3692E-1	5.6795E-1	2.7700E+2
-7.3680E-1	5.6650E-1	-1.1200E+2
-7.3668E-1	5.6504E-1	2.2700E+2
-7.3645E-1	5.6504E-1	2.6400E+2
-7.3633E-1	5.6577E-1	4.5300E+2
-7.3621E-1	5.6309E-1	5.2400E+2
-7.3610E-1	5.6407E-1	5.1000E+1
-7.3598E-1	5.6164E-1	-5.0000E+0
-7.3586E-1	5.6334E-1	-3.5500E+2
-7.3563E-1	5.6212E-1	5.4000E+1
-7.3551E-1	5.6042E-1	6.1200E+2
-7.3539E-1	5.6139E-1	-1.2700E+2
-7.3527E-1	5.5945E-1	6.4900E+2
-7.3515E-1	5.5969E-1	4.2600E+2
-7.3504E-1	5.5945E-1	1.8700E+2
-7.3480E-1	5.6139E-1	-1.8000E+1
-7.3468E-1	5.6091E-1	5.7000E+1
-7.3457E-1	5.5872E-1	1.7800E+2
-7.3445E-1	5.5969E-1	-4.0000E+0
-7.3433E-1	5.5799E-1	-1.8500E+2
-7.3421E-1	5.5921E-1	-3.7800E+2
-7.3398E-1	5.5702E-1	2.5500E+2
-7.3386E-1	5.5702E-1	-2.1000E+2
-7.3374E-1	5.5702E-1	-3.0400E+2
-7.3363E-1	5.5654E-1	-6.8700E+2
-7.3351E-1	5.5654E-1	-6.5400E+2
-7.3339E-1	5.5605E-1	2.5900E+2
-7.3315E-1	5.5508E-1	4.9400E+2
-7.3304E-1	5.5435E-1	-1.4100E+2
-7.3292E-1	5.5459E-1	-4.2100E+2
-7.3280E-1	5.5605E-1	9.0000E+0
-7.3268E-1	5.5678E-1	2.6900E+2
-7.3257E-1	5.5459E-1	-3.1500E+2
-7.3233E-1	5.5459E-1	1.3500E+2
-7.3221E-1	5.5289E-1	-1.5900E+2
-7.3210E-1	5.5435E-1	1.0000E+0
-7.3198E-1	5.5411E-1	3.2900E+2
-7.3186E-1	5.5168E-1	2.3100E+2
-7.3174E-1	5.5241E-1	-2.5800E+2
-7.3151E-1	5.5313E-1	7.9700E+2
-7.3139E-1	5.5313E-1	-1.0300E+2
-7.3127E-1	5.5216E-1	-1.0800E+2
-7.3115E-1	5.5192E-1	-2.6300E+2
-7.3104E-1	5.5241E-1	-3.1800E+2
-7.3080E-1	5.5241E-1	-3.2700E+2
-7.3068E-1	5.5119E-1	2.2600E+2
-7.3057E-1	5.5241E-1	-1.4800E+2
-7.3045E-1	5.5313E-1	1.6600E+2
-7.3033E-1	5.5216E-1	-1.1500E+2
-7.3021E-1	5.5265E-1	-7.3000E+1
-7.2998E-1	5.5143E-1	2.3100E+2
-7.2986E-1	5.5338E-1	-5.0900E+2
-7.2974E-1	5.5289E-1	1.4000E+1
-7.2962E-1	5.5241E-1	-6.4300E+2
-7.2951E-1	5.5289E-1	-9.2300E+2
-7.2939E-1	5.5411E-1	-2.3600E+2
-7.2927E-1	5.5629E-1	-3.7100E+2
-7.2904E-1	5.5532E-1	-7.0000E+2
-7.2892E-1	5.5532E-1	-9.1900E+2
-7.2880E-1	5.5751E-1	-3.3700E+2
-7.2868E-1	5.5799E-1	-1.0010E+3
-7.2857E-1	5.6164E-1	-1.5550E+3
-7.2845E-1	5.6261E-1	-9.5600E+2
-7.2821E-1	5.6237E-1	-7.1200E+2
-7.2810E-1	5.6480E-1	-8.1400E+2
-7.2798E-1	5.6552E-1	-1.9800E+2
-7.2786E-1	5.6698E-1	-6.9100E+2
-7.2774E-1	5.6625E-1	-7.5600E+2
-7.2762E-1	5.6504E-1	4.6000E+2
-7.2739E-1	5.6455E-1	2.2100E+2
-7.2727E-1	5.6309E-1	4.6600E+2
-7.2715E-1	5.6407E-1	7.0400E+2
-7.2704E-1	5.6309E-1	6.8900E+2
-7.2692E-1	5.5824E-1	1.2630E+3
-7.2680E-1	5.5751E-1	1.3260E+3
-7.2657E-1	5.5289E-1	9.6500E+2
-7.2645E-1	5.4949E-1	5.6200E+2
-7.2633E-1	5.4925E-1	1.1360E+3
-7.2621E-1	5.4730E-1	1.1160E+3
-7.2610E-1	5.4487E-1	7.4000E+2
-7.2598E-1	5.4439E-1	5.4700E+2
-7.2574E-1	5.4293E-1	4.2700E+2
-7.2562E-1	5.4172E-1	6.6000E+1
-7.2551E-1	5.4245E-1	3.4700E+2
-7.2539E-1	5.4050E-1	3.7500E+2
-7.2527E-1	5.4002E-1	2.2900E+2
-7.2504E-1	5.4074E-1	3.7000E+1
-7.2492E-1	5.3759E-1	3.8000E+2
-7.2480E-1	5.3613E-1	-3.9300E+2
-7.2468E-1	5.3661E-1	3.1300E+2
-7.2457E-1	5.3686E-1	1.5700E+2
-7.2445E-1	5.3540E-1	-1.4000E+1
-7.2421E-1	5.3540E-1	3.1600E+2
-7.2410E-1	5.3540E-1	-1.5000E+1
-7.2398E-1	5.3346E-1	5.2900E+2
