Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.4,
Horizontal Delay,0,
Sample Interval,0.004,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Vertical Position,0,-1.98
,,
,,
,,
Label,,
TIME,CH1,CH2
1.236e+00,1.76,0.29
1.240e+00,1.76,0.33
1.244e+00,1.68,0.31
1.248e+00,1.68,0.33
1.252e+00,1.6,0.33
1.256e+00,1.52,0.35
1.260e+00,1.6,0.35
1.264e+00,1.52,0.37
1.268e+00,1.6,0.39
1.272e+00,1.6,0.41
1.276e+00,1.52,0.43
1.280e+00,1.52,0.47
1.284e+00,1.52,0.47
1.288e+00,1.44,0.49
1.292e+00,1.44,0.53
1.296e+00,1.36,0.53
1.300e+00,1.44,0.55
1.304e+00,1.44,0.57
1.308e+00,1.44,0.59
1.312e+00,1.36,0.63
1.316e+00,1.36,0.61
1.320e+00,1.36,0.65
1.324e+00,1.36,0.67
1.328e+00,1.36,0.67
1.332e+00,1.36,0.71
1.336e+00,1.36,0.73
1.340e+00,1.36,0.73
1.344e+00,1.2,0.77
1.348e+00,1.28,0.79
1.352e+00,1.28,0.79
1.356e+00,1.12,0.79
1.360e+00,1.2,0.83
1.364e+00,1.12,0.83
1.368e+00,1.2,0.85
1.372e+00,1.04,0.87
1.376e+00,1.04,0.87
1.380e+00,1.12,0.91
1.384e+00,1.04,0.89
1.388e+00,1.12,0.91
1.392e+00,1.04,0.91
1.396e+00,0.96,0.95
1.400e+00,0.96,0.95
1.404e+00,0.96,0.93
1.408e+00,0.88,0.97
1.412e+00,0.96,0.97
1.416e+00,0.88,0.99
1.420e+00,0.88,0.97
1.424e+00,0.88,0.99
1.428e+00,0.88,1.01
1.432e+00,0.8,1.01
1.436e+00,0.8,1.01
1.440e+00,0.8,1.03
1.444e+00,0.8,1.03
1.448e+00,0.72,1.05
1.452e+00,0.72,1.07
1.456e+00,0.8,1.09
1.460e+00,0.72,1.09
1.464e+00,0.72,1.09
1.468e+00,0.64,1.11
1.472e+00,0.72,1.09
1.476e+00,0.64,1.11
1.480e+00,0.56,1.13
1.484e+00,0.64,1.17
1.488e+00,0.56,1.13
1.492e+00,0.56,1.13
1.496e+00,0.64,1.15
1.500e+00,0.56,1.15
1.504e+00,0.4,1.13
1.508e+00,0.32,1.17
1.512e+00,0.48,1.13
1.516e+00,0.48,1.13
1.520e+00,0.48,1.11
1.524e+00,0.48,1.11
1.528e+00,0.48,1.11
1.532e+00,0.4,1.09
1.536e+00,0.32,1.09
1.540e+00,0.4,1.05
1.544e+00,0.32,1.05
1.548e+00,0.24,1.03
1.552e+00,0.32,0.99
1.556e+00,0.32,1.03
1.560e+00,0.24,0.99
1.564e+00,0.32,0.99
1.568e+00,0.24,0.99
1.572e+00,0.24,0.97
1.576e+00,0.16,0.97
1.580e+00,0.16,0.95
1.584e+00,0.24,0.91
1.588e+00,0.08,0.93
1.592e+00,0.08,0.91
1.596e+00,0.16,0.87
1.600e+00,0.08,0.85
1.604e+00,0.08,0.85
1.608e+00,0,0.85
1.612e+00,0.08,0.81
1.616e+00,0.08,0.85
1.620e+00,0,0.83
1.624e+00,0,0.81
1.628e+00,0,0.79
1.632e+00,0,0.79
1.636e+00,0,0.79
1.640e+00,-0.08,0.77
1.644e+00,0,0.81
1.648e+00,0,0.77
1.652e+00,0.08,0.77
1.656e+00,0,0.77
1.660e+00,0.08,0.75
1.664e+00,0.08,0.77
1.668e+00,0.16,0.77
1.672e+00,0.08,0.77
1.676e+00,0.24,0.77
1.680e+00,0.16,0.73
1.684e+00,0.16,0.77
1.688e+00,0.24,0.83
1.692e+00,0.16,0.85
1.696e+00,0.32,0.87
1.700e+00,0.32,0.89
1.704e+00,0.24,0.91
1.708e+00,0.32,0.93
1.712e+00,0.4,0.93
1.716e+00,0.32,0.95
1.720e+00,0.32,0.97
1.724e+00,0.32,0.97
1.728e+00,0.4,0.99
1.732e+00,0.48,1.01
1.736e+00,0.4,1.03
1.740e+00,0.4,1.03
1.744e+00,0.4,1.03
1.748e+00,0.48,1.07
1.752e+00,0.48,1.07
1.756e+00,0.48,1.09
1.760e+00,0.48,1.09
1.764e+00,0.56,1.11
1.768e+00,0.48,1.11
1.772e+00,0.48,1.11
1.776e+00,0.56,1.13
1.780e+00,0.56,1.13
1.784e+00,0.64,1.17
1.788e+00,0.64,1.13
1.792e+00,0.72,1.15
1.796e+00,0.72,1.15
1.800e+00,0.72,1.15
1.804e+00,0.56,1.15
1.808e+00,0.72,1.17
1.812e+00,0.72,1.11
1.816e+00,0.72,1.13
1.820e+00,0.72,1.13
1.824e+00,0.72,1.11
1.828e+00,0.8,1.11
1.832e+00,0.88,1.09
1.836e+00,0.96,1.07
1.840e+00,0.96,1.07
1.844e+00,0.88,1.05
1.848e+00,0.88,1.03
1.852e+00,0.88,1.03
1.856e+00,0.88,1.01
1.860e+00,0.96,1.01
1.864e+00,0.96,0.99
1.868e+00,0.96,0.99
1.872e+00,1.12,0.97
1.876e+00,0.96,0.97
1.880e+00,1.04,0.97
1.884e+00,1.04,0.97
1.888e+00,1.04,0.95
1.892e+00,1.12,0.95
1.896e+00,1.12,0.93
1.900e+00,1.2,0.91
1.904e+00,1.12,0.91
1.908e+00,1.12,0.89
1.912e+00,1.12,0.87
1.916e+00,1.2,0.87
1.920e+00,1.2,0.85
1.924e+00,1.12,0.85
1.928e+00,1.28,0.85
1.932e+00,1.28,0.79
1.936e+00,1.28,0.81
1.940e+00,1.36,0.79
1.944e+00,1.36,0.77
1.948e+00,1.28,0.75
1.952e+00,1.36,0.73
1.956e+00,1.36,0.71
1.960e+00,1.36,0.71
1.964e+00,1.36,0.67
1.968e+00,1.44,0.67
1.972e+00,1.44,0.65
1.976e+00,1.44,0.63
1.980e+00,1.52,0.61
1.984e+00,1.52,0.59
1.988e+00,1.44,0.59
1.992e+00,1.52,0.53
1.996e+00,1.6,0.53

