Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.2,
Horizontal Delay,0,
Sample Interval,0.002,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.2
Vertical Position,0,-5
,,
,,
,,
Label,,
TIME,CH1,CH2
4.500e-01,2.51031,1.12738
4.520e-01,2.50156,1.127
4.540e-01,2.49281,1.12916
4.560e-01,2.48313,1.12969
4.580e-01,2.47438,1.13009
4.600e-01,2.46656,1.12956
4.620e-01,2.46094,1.13019
4.640e-01,2.45406,1.13141
4.660e-01,2.44563,1.13297
4.680e-01,2.43531,1.13397
4.700e-01,2.42594,1.13322
4.720e-01,2.41594,1.13516
4.740e-01,2.40531,1.13531
4.760e-01,2.39281,1.13725
4.780e-01,2.38094,1.13641
4.800e-01,2.3725,1.13787
4.820e-01,2.36156,1.13741
4.840e-01,2.35062,1.14084
4.860e-01,2.33969,1.14106
4.880e-01,2.32969,1.14284
4.900e-01,2.32063,1.14184
4.920e-01,2.31188,1.14322
4.940e-01,2.30031,1.14425
4.960e-01,2.29062,1.14625
4.980e-01,2.28094,1.14634
5.000e-01,2.27219,1.14734
5.020e-01,2.26187,1.14797
5.040e-01,2.25031,1.14978
5.060e-01,2.23937,1.1515
5.080e-01,2.22719,1.15178
5.100e-01,2.21687,1.15297
5.120e-01,2.20531,1.15319
5.140e-01,2.19375,1.15631
5.160e-01,2.18125,1.15769
5.180e-01,2.17188,1.15963
5.200e-01,2.16344,1.15884
5.220e-01,2.15313,1.16119
5.240e-01,2.13938,1.16191
5.260e-01,2.12656,1.16519
5.280e-01,2.11594,1.16556
5.300e-01,2.10656,1.16681
5.320e-01,2.09563,1.16756
5.340e-01,2.08406,1.16944
5.360e-01,2.07156,1.17069
5.380e-01,2.06062,1.17172
5.400e-01,2.04969,1.17184
5.420e-01,2.04062,1.17331
5.440e-01,2.02875,1.17559
5.460e-01,2.01781,1.17681
5.480e-01,2.00719,1.17831
5.500e-01,1.99625,1.17778
5.520e-01,1.98781,1.17956
5.540e-01,1.97531,1.18066
5.560e-01,1.96562,1.18322
5.580e-01,1.95344,1.18422
5.600e-01,1.94406,1.18538
5.620e-01,1.93219,1.18606
5.640e-01,1.92063,1.1885
5.660e-01,1.91125,1.18941
5.680e-01,1.90187,1.19084
5.700e-01,1.8925,1.19122
5.720e-01,1.88125,1.19253
5.740e-01,1.87031,1.19481
5.760e-01,1.86,1.1965
5.780e-01,1.84781,1.19759
5.800e-01,1.83813,1.19744
5.820e-01,1.82594,1.19891
5.840e-01,1.81438,1.20009
5.860e-01,1.80344,1.20241
5.880e-01,1.79469,1.20294
5.900e-01,1.78563,1.20375
5.920e-01,1.77625,1.20403
5.940e-01,1.76344,1.20591
5.960e-01,1.75063,1.20684
5.980e-01,1.73938,1.20784
6.000e-01,1.73188,1.20756
6.020e-01,1.72156,1.20894
6.040e-01,1.70938,1.21044
6.060e-01,1.69969,1.21266
6.080e-01,1.68969,1.21378
6.100e-01,1.68063,1.21353
6.120e-01,1.67094,1.21447
6.140e-01,1.66,1.21584
6.160e-01,1.65,1.21819
6.180e-01,1.63531,1.21859
6.200e-01,1.62344,1.21919
6.220e-01,1.61281,1.21938
6.240e-01,1.60125,1.22138
6.260e-01,1.59031,1.222
6.280e-01,1.57937,1.22294
6.300e-01,1.57,1.22253
6.320e-01,1.55844,1.22347
6.340e-01,1.54812,1.22456
6.360e-01,1.53656,1.22622
6.380e-01,1.52469,1.22634
6.400e-01,1.51562,1.22622
6.420e-01,1.50719,1.22659
6.440e-01,1.4975,1.228
6.460e-01,1.48438,1.22925
6.480e-01,1.47375,1.22925
6.500e-01,1.46562,1.22938
6.520e-01,1.45562,1.22956
6.540e-01,1.44469,1.23056
6.560e-01,1.43375,1.2315
6.580e-01,1.42281,1.23166
6.600e-01,1.41469,1.23119
6.620e-01,1.40375,1.2315
6.640e-01,1.39281,1.23219
6.660e-01,1.38031,1.23259
6.680e-01,1.36938,1.23081
6.700e-01,1.35781,1.23113
6.720e-01,1.34781,1.23222
6.740e-01,1.33594,1.23287
6.760e-01,1.325,1.23344
6.780e-01,1.31594,1.23313
6.800e-01,1.30625,1.23266
6.820e-01,1.29625,1.23272
6.840e-01,1.28531,1.2335
6.860e-01,1.27438,1.23366
6.880e-01,1.26375,1.23313
6.900e-01,1.25594,1.23275
6.920e-01,1.24719,1.23256
6.940e-01,1.23562,1.23303
6.960e-01,1.22625,1.23328
6.980e-01,1.21844,1.23281
7.000e-01,1.20844,1.2315
7.020e-01,1.19906,1.23144
7.040e-01,1.18906,1.23188
7.060e-01,1.18125,1.23206
7.080e-01,1.1725,1.23134
7.100e-01,1.1625,1.23031
7.120e-01,1.15187,1.22988
7.140e-01,1.14094,1.22978
7.160e-01,1.12844,1.23019
7.180e-01,1.11906,1.22916
7.200e-01,1.10875,1.22806
7.220e-01,1.09625,1.227
7.240e-01,1.08313,1.22762
7.260e-01,1.07,1.22716
7.280e-01,1.06219,1.22659
7.300e-01,1.05,1.22497
7.320e-01,1.04125,1.22459
7.340e-01,1.03281,1.22434
7.360e-01,1.02188,1.22425
7.380e-01,1.01313,1.22294
7.400e-01,0.999063,1.22125
7.420e-01,0.989063,1.22075
7.440e-01,0.979688,1.22012
7.460e-01,0.967187,1.22044
7.480e-01,0.958125,1.21853
7.500e-01,0.947813,1.21744
7.520e-01,0.937188,1.21541
7.540e-01,0.92625,1.21603
7.560e-01,0.914375,1.21472
7.580e-01,0.905,1.214
7.600e-01,0.894375,1.21113
7.620e-01,0.884062,1.21097
7.640e-01,0.873125,1.21003
7.660e-01,0.861563,1.21019
7.680e-01,0.852812,1.20816
7.700e-01,0.841562,1.20684
7.720e-01,0.83125,1.20559
7.740e-01,0.819375,1.205
7.760e-01,0.80875,1.20475
7.780e-01,0.797813,1.20309
7.800e-01,0.786875,1.20181
7.820e-01,0.777813,1.19947
7.840e-01,0.768437,1.19931
7.860e-01,0.755938,1.19744
7.880e-01,0.745938,1.19712
7.900e-01,0.737187,1.19378
7.920e-01,0.72625,1.19369
7.940e-01,0.715625,1.19169
7.960e-01,0.704375,1.193
7.980e-01,0.69125,1.18975
8.000e-01,0.67875,1.18944
8.020e-01,0.66875,1.18669
8.040e-01,0.65875,1.18762
8.060e-01,0.646875,1.18637
8.080e-01,0.6375,1.18562
8.100e-01,0.626875,1.18303
8.120e-01,0.616875,1.18172
8.140e-01,0.605625,1.18078
8.160e-01,0.594063,1.18
8.180e-01,0.5825,1.17831
8.200e-01,0.57375,1.17628
8.220e-01,0.564375,1.17534
8.240e-01,0.55375,1.17441
8.260e-01,0.543438,1.17456
8.280e-01,0.53125,1.17194
8.300e-01,0.523125,1.17131
8.320e-01,0.510938,1.16853
8.340e-01,0.5025,1.16922
8.360e-01,0.492812,1.16756
8.380e-01,0.482187,1.16728
8.400e-01,0.47375,1.16453
8.420e-01,0.465,1.16394
8.440e-01,0.455,1.16206
8.460e-01,0.444063,1.16206
8.480e-01,0.432188,1.15994
8.500e-01,0.424687,1.15831
8.520e-01,0.41375,1.15631
8.540e-01,0.402188,1.15597
8.560e-01,0.393437,1.15544
8.580e-01,0.3825,1.1535
8.600e-01,0.373438,1.15197
8.620e-01,0.362187,1.15
8.640e-01,0.349375,1.15009
8.660e-01,0.335938,1.14928
8.680e-01,0.3275,1.14859
8.700e-01,0.31875,1.14666
8.720e-01,0.308125,1.14562
8.740e-01,0.297187,1.14478
8.760e-01,0.285313,1.14466
8.780e-01,0.276875,1.14309
8.800e-01,0.268125,1.14175
8.820e-01,0.255625,1.14066
8.840e-01,0.245,1.14097
8.860e-01,0.244063,1.14006
8.880e-01,0.254375,1.13872
8.900e-01,0.264375,1.13766
8.920e-01,0.27375,1.13653
8.940e-01,0.284375,1.1375
8.960e-01,0.295313,1.13741
8.980e-01,0.306563,1.13787
9.000e-01,0.317812,1.13672
9.020e-01,0.330625,1.13719
9.040e-01,0.339062,1.13772
9.060e-01,0.348438,1.13925
9.080e-01,0.36,1.13925
9.100e-01,0.370312,1.1395
9.120e-01,0.380937,1.13966
9.140e-01,0.389688,1.14106
9.160e-01,0.39875,1.14206
9.180e-01,0.41,1.14263
9.200e-01,0.421563,1.14253
9.220e-01,0.4325,1.14278
9.240e-01,0.443437,1.14481
9.260e-01,0.453437,1.14581
9.280e-01,0.462813,1.14722
9.300e-01,0.472187,1.14675
9.320e-01,0.484375,1.148
9.340e-01,0.494688,1.149
9.360e-01,0.50375,1.151
9.380e-01,0.514687,1.15109
9.400e-01,0.524687,1.15197
9.420e-01,0.535625,1.15263
9.440e-01,0.545312,1.15475
9.460e-01,0.554375,1.15622
9.480e-01,0.564688,1.15762
9.500e-01,0.57625,1.15753
9.520e-01,0.58625,1.15903
9.540e-01,0.59625,1.16056
9.560e-01,0.607187,1.16269
9.580e-01,0.618125,1.16406
9.600e-01,0.630625,1.16425
9.620e-01,0.641563,1.16584
9.640e-01,0.65,1.16703
9.660e-01,0.66,1.16912
9.680e-01,0.670937,1.16991
9.700e-01,0.681875,1.17044
9.720e-01,0.694375,1.17138
9.740e-01,0.704375,1.17325
9.760e-01,0.714063,1.17506
9.780e-01,0.725625,1.17613
9.800e-01,0.734688,1.17644
9.820e-01,0.745938,1.17747
9.840e-01,0.755625,1.17931
9.860e-01,0.765,1.18128
9.880e-01,0.775313,1.18272
9.900e-01,0.78625,1.18303
9.920e-01,0.797813,1.18428
9.940e-01,0.807813,1.18541
9.960e-01,0.817188,1.18781
9.980e-01,0.830313,1.18859

