Model,MDO3024
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.4,
Horizontal Delay,0,
Sample Interval,0.004,
Record Length,1000,
Gating,0.1% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Vertical Position,0,-1.98
,,
,,
,,
Label,,
TIME,CH1,CH2
1.364e+00,3.76,2.2
1.368e+00,3.76,2.2
1.372e+00,3.76,2.04
1.376e+00,3.76,2.04
1.380e+00,3.76,1.96
1.384e+00,3.68,1.96
1.388e+00,3.84,1.88
1.392e+00,3.84,2.04
1.396e+00,3.84,2.04
1.400e+00,3.84,2.28
1.404e+00,3.92,2.44
1.408e+00,3.92,2.36
1.412e+00,4,2.2
1.416e+00,4,2.04
1.420e+00,4,1.96
1.424e+00,4,1.8
1.428e+00,4,1.64
1.432e+00,4.08,1.56
1.436e+00,4.08,1.56
1.440e+00,4.16,1.56
1.444e+00,4.08,1.48
1.448e+00,4.16,1.56
1.452e+00,4.08,1.48
1.456e+00,4.08,1.4
1.460e+00,4.16,1.48
1.464e+00,4.24,1.4
1.468e+00,4.24,1.56
1.472e+00,4.24,1.48
1.476e+00,4.24,1.48
1.480e+00,4.24,1.56
1.484e+00,4.32,1.4
1.488e+00,4.32,1.4
1.492e+00,4.32,1.56
1.496e+00,4.4,1.56
1.500e+00,4.32,1.48
1.504e+00,4.24,1.4
1.508e+00,4.32,1.4
1.512e+00,4.4,1.32
1.516e+00,4.48,1.24
1.520e+00,4.4,1.32
1.524e+00,4.48,1.32
1.528e+00,4.48,1.4
1.532e+00,4.56,1.4
1.536e+00,4.56,1.4
1.540e+00,4.48,1.4
1.544e+00,4.4,1.56
1.548e+00,4.48,1.4
1.552e+00,4.4,1.56
1.556e+00,4.4,1.56
1.560e+00,4.32,1.64
1.564e+00,4.32,1.64
1.568e+00,4.32,1.72
1.572e+00,4.32,1.64
1.576e+00,4.32,1.48
1.580e+00,4.32,1.48
1.584e+00,4.24,1.4
1.588e+00,4.24,1.4
1.592e+00,4.32,1.4
1.596e+00,4.16,1.4
1.600e+00,4.16,1.32
1.604e+00,4.16,1.48
1.608e+00,4.16,1.56
1.612e+00,4.16,1.56
1.616e+00,4.08,1.56
1.620e+00,4.16,1.56
1.624e+00,4.08,1.4
1.628e+00,4.08,1.4
1.632e+00,4.08,1.56
1.636e+00,4.08,1.56
1.640e+00,4.08,1.64
1.644e+00,4,1.64
1.648e+00,4,1.8
1.652e+00,3.84,1.8
1.656e+00,4,1.64
1.660e+00,3.84,1.72
1.664e+00,3.92,1.64
1.668e+00,3.92,1.64
1.672e+00,3.76,1.64
1.676e+00,3.84,1.64
1.680e+00,3.92,1.72
1.684e+00,3.84,1.8
1.688e+00,3.76,1.8
1.692e+00,3.76,1.88
1.696e+00,3.76,2.04
1.700e+00,3.76,2.6
1.704e+00,3.76,2.84
1.708e+00,3.68,2.92
1.712e+00,3.6,2.84
1.716e+00,3.6,2.76
1.720e+00,3.68,2.92
1.724e+00,3.6,2.84
1.728e+00,3.6,2.44
1.732e+00,3.52,2.44
1.736e+00,3.52,2.52
1.740e+00,3.6,2.6
1.744e+00,3.6,2.76
1.748e+00,3.52,3.16
1.752e+00,3.52,3.24
1.756e+00,3.44,3.32
1.760e+00,3.44,3.48
1.764e+00,3.52,3.48
1.768e+00,3.44,3.64
1.772e+00,3.36,3.72
1.776e+00,3.44,3.64
1.780e+00,3.44,3.96
1.784e+00,3.44,4.04
1.788e+00,3.36,4.2
1.792e+00,3.36,4.12
1.796e+00,3.28,4.28
1.800e+00,3.28,4.28
1.804e+00,3.28,4.44
1.808e+00,3.28,3.96
1.812e+00,3.2,4.12
1.816e+00,3.2,4.04
1.820e+00,3.28,4.12
1.824e+00,3.2,4.2
1.828e+00,3.12,4.2
1.832e+00,3.2,4.12
1.836e+00,3.12,3.96
1.840e+00,3.12,3.96
1.844e+00,3.04,3.96
1.848e+00,3.04,3.96
1.852e+00,3.04,4.52
1.856e+00,3.04,5.08
1.860e+00,3.04,4.92
1.864e+00,2.96,5.08
1.868e+00,2.8,5.16
1.872e+00,2.88,5.08
1.876e+00,2.96,4.84
1.880e+00,2.88,5.24
1.884e+00,2.96,5.4
1.888e+00,2.88,5.08
1.892e+00,2.88,5.08
1.896e+00,2.8,5
1.900e+00,2.88,4.76
1.904e+00,2.8,4.2
1.908e+00,2.8,4.2
1.912e+00,2.8,4.52
1.916e+00,2.72,4.76
1.920e+00,2.72,4.76
1.924e+00,2.72,4.52
1.928e+00,2.72,4.6
1.932e+00,2.72,4.92
1.936e+00,2.72,4.92
1.940e+00,2.56,4.76
1.944e+00,2.64,4.68
1.948e+00,2.64,4.6
1.952e+00,2.56,3.96
1.956e+00,2.56,3.96
1.960e+00,2.48,3.96
1.964e+00,2.56,3.96
1.968e+00,2.48,4.04
1.972e+00,2.48,4.04
1.976e+00,2.48,3.96
1.980e+00,2.4,3.96
1.984e+00,2.48,3.88
1.988e+00,2.48,3.88
1.992e+00,2.48,3.8
1.996e+00,2.48,3.8

