TIME	CH1	CH2
8.38E-01	4.35625	1.12456
8.40E-01	4.34469	1.12147
8.42E-01	4.33344	1.11891
8.44E-01	4.32437	1.11681
8.46E-01	4.31281	1.11525
8.48E-01	4.30313	1.11253
8.50E-01	4.29406	1.10941
8.52E-01	4.28531	1.10669
8.54E-01	4.27375	1.10497
8.56E-01	4.26344	1.10387
8.58E-01	4.25219	1.10219
8.60E-01	4.24188	1.09994
8.62E-01	4.2325	1.098
8.64E-01	4.22313	1.09728
8.66E-01	4.21063	1.09706
8.68E-01	4.19906	1.0965
8.70E-01	4.18656	1.09503
8.72E-01	4.17719	1.09419
8.74E-01	4.16563	1.09425
8.76E-01	4.15344	1.09525
8.78E-01	4.14156	1.09556
8.80E-01	4.12969	1.09547
8.82E-01	4.12063	1.09572
8.84E-01	4.11031	1.09706
8.86E-01	4.09813	1.09838
8.88E-01	4.08781	1.09953
8.90E-01	4.07688	1.10025
8.92E-01	4.06531	1.10163
8.94E-01	4.05438	1.10387
8.96E-01	4.04375	1.10659
8.98E-01	4.03437	1.10862
9.00E-01	4.02344	1.11028
9.02E-01	4.01469	1.11169
9.04E-01	4.00406	1.11437
9.06E-01	3.99375	1.11719
9.08E-01	3.98531	1.11969
9.10E-01	3.97375	1.12141
9.12E-01	3.96281	1.1235
9.14E-01	3.9525	1.12637
9.16E-01	3.93844	1.12994
9.18E-01	3.92906	1.13272
9.20E-01	3.91781	1.13553
9.22E-01	3.90969	1.13772
9.24E-01	3.89813	1.14084
9.26E-01	3.88563	1.14394
9.28E-01	3.87562	1.14656
9.30E-01	3.86563	1.14813
9.32E-01	3.85688	1.15037
9.34E-01	3.84625	1.15334
9.36E-01	3.835	1.15675
9.38E-01	3.82531	1.15941
9.40E-01	3.81719	1.16097
9.42E-01	3.80969	1.16237
9.44E-01	3.79875	1.16478
9.46E-01	3.79	1.16694
9.48E-01	3.78	1.16834
9.50E-01	3.77	1.16887
9.52E-01	3.76	1.16981
9.54E-01	3.75188	1.17141
9.56E-01	3.73937	1.17316
9.58E-01	3.73031	1.17378
9.60E-01	3.72	1.17341
9.62E-01	3.71063	1.17334
9.64E-01	3.70156	1.17356
9.66E-01	3.68906	1.17409
9.68E-01	3.67656	1.17381
9.70E-01	3.66344	1.17287
9.72E-01	3.6525	1.172
9.74E-01	3.64	1.17172
9.76E-01	3.63063	1.17153
9.78E-01	3.61969	1.17037
9.80E-01	3.60969	1.1685
9.82E-01	3.59938	1.16656
9.84E-01	3.58937	1.16547
9.86E-01	3.57875	1.16431
9.88E-01	3.56906	1.16234
9.90E-01	3.55906	1.15909
9.92E-01	3.54906	1.156
9.94E-01	3.53812	1.15372
9.96E-01	3.52781	1.15197
9.98E-01	3.51875	1.14931
