time	CH1	CH2
5.90E-01	1.63219	1.38444
5.92E-01	1.62187	1.38906
5.94E-01	1.61062	1.39322
5.96E-01	1.60031	1.39688
5.98E-01	1.59031	1.40116
6.00E-01	1.57781	1.40631
6.02E-01	1.56531	1.41259
6.04E-01	1.55438	1.41787
6.06E-01	1.54531	1.423
6.08E-01	1.53438	1.42791
6.10E-01	1.52188	1.43375
6.12E-01	1.51094	1.43988
6.14E-01	1.50094	1.44556
6.16E-01	1.49281	1.45069
6.18E-01	1.48313	1.45547
6.20E-01	1.47344	1.46075
6.22E-01	1.46094	1.46556
6.24E-01	1.45031	1.47069
6.26E-01	1.44031	1.47528
6.28E-01	1.43063	1.47994
6.30E-01	1.41938	1.48444
6.32E-01	1.40688	1.48875
6.34E-01	1.39813	1.49225
6.36E-01	1.38781	1.49509
6.38E-01	1.37625	1.4975
6.40E-01	1.36688	1.50056
6.42E-01	1.35625	1.5035
6.44E-01	1.34375	1.50522
6.46E-01	1.33438	1.50647
6.48E-01	1.3225	1.50787
6.50E-01	1.31031	1.50919
6.52E-01	1.30031	1.51003
6.54E-01	1.29063	1.51019
6.56E-01	1.27781	1.50972
6.58E-01	1.26969	1.50941
6.60E-01	1.25906	1.50928
6.62E-01	1.24969	1.50913
6.64E-01	1.23812	1.50819
6.66E-01	1.22875	1.50641
6.68E-01	1.21844	1.50453
6.70E-01	1.20906	1.50306
6.72E-01	1.2	1.50181
6.74E-01	1.19281	1.49931
6.76E-01	1.18281	1.49619
6.78E-01	1.17188	1.49272
6.80E-01	1.16187	1.49012
6.82E-01	1.15	1.48766
6.84E-01	1.13938	1.48463
6.86E-01	1.12844	1.48041
6.88E-01	1.11969	1.4765
6.90E-01	1.10875	1.47303
6.92E-01	1.09719	1.46913
6.94E-01	1.08563	1.46447
6.96E-01	1.07625	1.46044
6.98E-01	1.06469	1.45584
7.00E-01	1.05344	1.45225
7.02E-01	1.04062	1.44822
7.04E-01	1.02969	1.44322
7.06E-01	1.0225	1.4375
7.08E-01	1.015	1.43234
7.10E-01	1.00375	1.42837
7.12E-01	0.992812	1.42497
7.14E-01	0.981563	1.42106
7.16E-01	0.97375	1.41594
7.18E-01	0.962813	1.41075
7.20E-01	0.954063	1.40691
7.22E-01	0.943438	1.40319
7.24E-01	0.932188	1.39947
7.26E-01	0.922813	1.39494
7.28E-01	0.912188	1.39112
7.30E-01	0.902188	1.38819
7.32E-01	0.892813	1.38525
7.34E-01	0.880938	1.38281
7.36E-01	0.870313	1.37919
7.38E-01	0.857812	1.37675
7.40E-01	0.84625	1.37538
7.42E-01	0.835938	1.37409
7.44E-01	0.824375	1.37219
7.46E-01	0.813438	1.36953
7.48E-01	0.803438	1.36834
7.50E-01	0.792188	1.3685
7.52E-01	0.782188	1.36837
7.54E-01	0.773125	1.36803
7.56E-01	0.763437	1.36766
7.58E-01	0.753437	1.36813
7.60E-01	0.740938	1.36969
7.62E-01	0.730313	1.37187
7.64E-01	0.718438	1.37334
7.66E-01	0.709063	1.37434
7.68E-01	0.700625	1.37653
7.70E-01	0.689063	1.37972
7.72E-01	0.678125	1.38306
7.74E-01	0.667188	1.38609
7.76E-01	0.656875	1.38922
7.78E-01	0.646875	1.39316
7.80E-01	0.635938	1.39784
7.82E-01	0.624375	1.40297
7.84E-01	0.613437	1.40772
7.86E-01	0.604375	1.41191
7.88E-01	0.596562	1.41759
7.90E-01	0.583438	1.42325
7.92E-01	0.574063	1.42894
7.94E-01	0.562188	1.43375
7.96E-01	0.552188	1.43875
7.98E-01	0.542813	1.44384
8.00E-01	0.53125	1.45
8.02E-01	0.520938	1.45575
8.04E-01	0.511563	1.46013
8.06E-01	0.501563	1.46416
8.08E-01	0.49375	1.46922
8.10E-01	0.482813	1.47481
8.12E-01	0.471875	1.48003
8.14E-01	0.4625	1.48397
8.16E-01	0.4525	1.48725
8.18E-01	0.444063	1.49012
8.20E-01	0.434063	1.49409
8.22E-01	0.422187	1.49844
8.24E-01	0.412187	1.50087
8.26E-01	0.40375	1.50256
8.28E-01	0.391875	1.5045
8.30E-01	0.381875	1.50709
8.32E-01	0.370312	1.50919
8.34E-01	0.359375	1.50994
8.36E-01	0.348438	1.51003
8.38E-01	0.3375	1.50997
8.40E-01	0.328125	1.5105
8.42E-01	0.315937	1.51087
8.44E-01	0.30625	1.51041
8.46E-01	0.297187	1.50956
8.48E-01	0.285313	1.50856
8.50E-01	0.273125	1.50794
8.52E-01	0.26125	1.50709
8.54E-01	0.249688	1.50497
8.56E-01	0.241875	1.5025
8.58E-01	0.239375	1.50031
8.60E-01	0.2475	1.49838
8.62E-01	0.256563	1.49691
8.64E-01	0.266875	1.49466
8.66E-01	0.277813	1.49309
8.68E-01	0.289062	1.49225
8.70E-01	0.297187	1.49309
8.72E-01	0.306563	1.49456
8.74E-01	0.316563	1.49519
8.76E-01	0.327188	1.49541
8.78E-01	0.34125	1.49666
8.80E-01	0.35125	1.49894
8.82E-01	0.359063	1.50087
8.84E-01	0.371875	1.5025
8.86E-01	0.379375	1.50356
8.88E-01	0.389375	1.50469
8.90E-01	0.400625	1.50663
8.92E-01	0.410625	1.50856
8.94E-01	0.420625	1.50919
8.96E-01	0.434063	1.50944
8.98E-01	0.443437	1.50972
9.00E-01	0.454063	1.51041
9.02E-01	0.464062	1.51091
9.04E-01	0.473438	1.51066
9.06E-01	0.483125	1.50988
9.08E-01	0.494375	1.50934
9.10E-01	0.505313	1.50881
9.12E-01	0.515	1.50862
9.14E-01	0.52625	1.50684
9.16E-01	0.534375	1.50444
9.18E-01	0.545	1.50188
9.20E-01	0.5575	1.49984
9.22E-01	0.5675	1.49706
9.24E-01	0.577187	1.49337
9.26E-01	0.587187	1.48891
9.28E-01	0.599688	1.48525
9.30E-01	0.610313	1.48234
9.32E-01	0.621875	1.47887
9.34E-01	0.632188	1.47412
9.36E-01	0.639375	1.46772
9.38E-01	0.650938	1.46247
9.40E-01	0.661563	1.45866
9.42E-01	0.670312	1.45434
9.44E-01	0.681875	1.449
9.46E-01	0.692813	1.44269
9.48E-01	0.702813	1.43672
9.50E-01	0.714688	1.43181
9.52E-01	0.724063	1.42731
9.54E-01	0.734688	1.42234
9.56E-01	0.746563	1.41672
9.58E-01	0.7575	1.41059
9.60E-01	0.768437	1.40578
9.62E-01	0.778438	1.40194
9.64E-01	0.7875	1.39738
9.66E-01	0.799375	1.39247
9.68E-01	0.811875	1.38797
9.70E-01	0.82125	1.38509
9.72E-01	0.830625	1.38291
9.74E-01	0.841562	1.38034
9.76E-01	0.852812	1.37697
9.78E-01	0.866875	1.37441
9.80E-01	0.87875	1.37266
9.82E-01	0.88875	1.37178
9.84E-01	0.899687	1.37028
9.86E-01	0.911563	1.36837
9.88E-01	0.923125	1.36741
9.90E-01	0.93375	1.36741
9.92E-01	0.940937	1.36781
9.94E-01	0.949375	1.36806
9.96E-01	0.961875	1.36834
9.98E-01	0.975	1.36938
